7914.854	152.307
7922.060	151.584
7923.865	151.584
7926.573	151.480
7929.280	151.377
7931.085	151.274
7932.891	151.171
7933.793	150.964
7935.598	150.757
7936.501	150.654
7937.403	150.447
7937.403	150.552
7939.383	150.552
7945.148	150.552
7946.050	150.552
7952.543	150.552
7953.446	150.552
7954.348	150.552
7955.250	150.552
7956.153	150.552
7957.056	150.762
7957.958	150.762
7958.861	150.762
7969.808	150.991
7971.613	150.991
7972.516	150.991
7973.418	150.991
7977.029	150.991
7978.833	150.991
7979.736	150.991
7980.639	150.991
7982.444	150.991
7983.347	150.887
7987.859	150.681
7988.762	150.681
7993.275	150.681
7996.885	150.577
7998.690	150.371
8003.290	150.148
8005.095	149.838
8005.998	149.734
8006.900	149.839
8010.686	149.944
8013.393	149.944
8015.373	149.944
8023.263	149.831
8025.243	149.831
8030.658	149.728
8035.171	149.624
8037.878	149.624
8044.371	149.521
8046.176	149.521
8047.079	149.521
8051.592	149.628
8054.299	149.628
8055.202	149.525
8057.895	149.318
8057.895	149.215
8057.910	149.421
8059.875	149.215
8064.562	149.008
8065.465	148.905
8071.055	148.813
8071.055	148.710
8071.055	148.815
8072.860	148.815
8074.665	148.712
8079.353	148.505
8080.255	148.505
8084.928	148.175
8085.831	148.177
8087.636	148.073
8088.495	147.973
8088.539	147.970
8089.383	147.973
8089.397	147.973
8091.363	147.973
8094.973	147.664
8094.973	147.560
8097.681	147.457
8098.583	147.147
8100.388	146.942
8101.291	146.632
8102.179	146.529
8102.193	146.529
8103.082	146.529
8107.187	146.654
8108.089	146.759
8112.194	147.092
8114.000	147.092
8114.902	147.092
8118.498	147.094
8118.512	147.092
8119.386	147.094
8119.400	147.094
8120.288	147.094
8124.146	146.766
8125.048	146.662
8126.854	146.559
8126.854	146.456
8127.712	145.180
8127.727	145.943
8127.742	146.354
8127.756	146.456
8128.601	145.076
8128.601	144.973
8128.644	146.148
8130.391	144.766
8131.293	144.663
8133.099	144.353
8133.099	144.023
8133.099	143.920
8134.904	143.920
8135.806	143.920
8138.514	143.612
8141.382	143.615
8141.396	143.614
8142.299	143.510
8142.372	143.389
8144.177	142.975
8146.157	142.749
8149.767	142.129
8153.464	141.489
8153.464	141.594
8155.255	141.388
8155.255	141.284
8157.963	140.871
8159.753	140.771
8159.768	140.770
8159.768	140.875
8160.656	140.565
8161.559	140.461
8162.461	140.461
8164.251	140.358
8165.154	140.255
8172.812	139.482
8173.699	139.069
8174.602	139.069
8179.916	138.392
8181.721	138.289
8181.721	138.394
8193.978	139.192
8202.610	140.365
8202.610	140.262
8202.610	140.162
8202.610	140.040
8202.610	139.937
8211.214	143.450
8214.780	142.212
8221.156	140.956
8221.186	141.058
8221.186	141.163
8222.088	141.163
8222.962	140.440
8223.864	140.027
8223.864	139.923
8224.767	139.820
8225.669	139.180
8231.565	135.110
8241.261	139.813
8247.738	141.086
8248.626	141.611
8248.626	141.823
8248.626	141.928
8248.626	142.137
8248.626	142.242
8249.515	142.454
8249.529	142.242
8249.529	142.452
8249.544	141.506
8250.417	142.454
8253.125	142.351
8254.027	142.247
8260.520	142.136
8263.228	142.033
8264.130	142.137
8265.032	142.137
8272.603	142.137
8272.603	142.242
8273.505	142.242
8275.397	141.809
8275.397	141.706
8277.202	141.190
8277.202	141.086
8277.202	140.571
8277.202	140.676
8279.008	140.263
8279.910	140.160
8280.798	139.935
8280.798	139.832
8281.701	139.627
8286.214	139.524
8287.116	139.420
8288.893	139.007
8289.810	139.007
8293.405	138.697
8293.405	138.594
8294.293	138.594
8294.293	138.699
8294.308	138.594
8295.195	138.699
8297.889	138.699
8301.499	138.699
8305.284	138.699
8310.146	138.699
8313.756	138.699
8314.659	138.596
8320.249	138.379
8322.229	138.379
8327.818	138.059
8330.672	137.854
8331.574	137.544
8333.380	137.133
8333.380	137.030
8334.282	136.926
8336.087	136.616
8336.087	136.513
8336.087	136.205
8336.990	136.102
8341.838	136.093
8343.817	136.093
8346.859	136.426
8347.646	137.393
8347.646	137.498
8347.646	137.499
8347.660	136.971
8347.660	137.181
8348.549	137.499
8348.563	137.286
8350.354	137.499
8357.924	137.604
8358.826	137.604
8367.619	137.833
8369.599	137.948
8371.389	137.949
8372.292	137.949
8380.182	137.828
8381.084	137.828
8385.771	137.611
8385.771	137.716
8386.675	137.821
8392.265	137.926
8399.092	138.146
8399.994	138.042
8399.994	138.147
8400.009	138.041
8408.060	137.634
8411.888	136.112
8411.888	136.113
8412.790	136.113
8413.693	136.113
8417.303	136.113
8418.206	136.113
8419.996	136.010
8420.011	136.113
8420.011	136.010
8428.644	136.010
8433.156	136.115
8434.059	136.115
8438.746	136.220
8440.727	136.220
8444.511	136.220
8445.414	136.220
8449.927	136.220
8453.536	136.536
8454.439	136.536
8455.342	136.641
8457.146	136.746
8458.035	136.851
8458.938	136.851
8464.353	136.748
8467.963	136.543
8468.865	136.440
8474.456	136.440
8483.714	136.440
8484.617	136.545
8485.505	136.545
8485.505	136.650
8486.393	136.030
8486.407	136.546
8487.295	136.030
8488.184	135.513
8489.086	135.410
8489.101	135.513
8489.988	135.307
8490.891	134.997
8490.891	134.894
8490.891	134.687
8491.794	134.584
8491.794	134.481
8491.794	134.377
8491.794	134.067
8491.794	133.964
8491.794	133.448
8491.794	133.344
8491.794	133.241
8493.584	130.612
8496.933	129.034
8501.066	128.590
8501.969	128.281
8502.857	128.281
8502.857	128.386
8502.857	128.283
8502.857	128.076
8504.647	128.078
8507.472	132.321
8511.970	133.111
8512.873	133.216
8513.775	133.216
8516.482	133.009
8516.482	133.115
8522.073	133.115
8522.946	133.115
8522.946	133.011
8522.976	133.115
8523.834	132.910
8523.834	132.806
8523.849	133.011
8523.849	133.013
8532.292	131.553
8536.849	128.318
8541.260	118.517
8546.675	118.414
8547.577	118.414
8548.480	118.414
8549.659	128.170
8551.959	131.397
8560.067	132.341
8561.858	132.656
8562.761	132.761
8566.356	132.971
8566.371	132.971
8567.259	132.971
8567.273	132.971
8570.869	133.076
8572.675	133.076
8581.321	132.975
8583.302	132.975
8585.994	132.978
8586.009	133.079
8586.897	132.875
8586.897	132.771
8586.912	132.976
8589.604	132.668
8590.508	132.668
8597.000	132.142
8597.902	132.142
8598.805	132.142
8599.693	132.142
8599.693	132.038
8599.708	132.142
8601.498	132.038
8602.400	132.038
8610.203	131.259
8611.106	131.259
8611.106	131.155
8612.009	131.260
8617.919	131.349
8621.602	131.578
8621.616	131.577
8622.505	131.683
8622.505	131.788
8623.407	131.788
8626.115	131.893
8629.725	132.208
8632.593	132.418
8633.495	132.418
8635.301	132.418
8639.988	132.418
8648.810	132.418
8648.810	132.315
8649.698	132.108
8650.601	131.800
8653.308	131.264
8653.308	130.747
8653.308	130.644
8653.308	130.540
8654.211	130.231
8654.211	130.127
8655.113	129.716
8656.016	129.303
8656.016	129.199
8656.918	128.786
8657.807	127.548
8657.821	128.581
8658.315	120.483
8658.694	126.412
8658.694	126.414
8658.709	126.825
8658.709	126.722
8658.724	128.478
8658.724	128.375
8658.724	128.065
8658.724	127.962
8660.106	119.350
8660.106	119.455
8661.009	119.455
8661.911	119.455
8661.911	119.560
8661.911	119.457
8662.814	119.457
8663.717	119.457
8664.619	119.457
8665.521	119.457
8666.424	119.457
8672.335	126.254
8675.945	127.742
8675.945	127.847
8678.973	128.635
8680.952	128.863
8685.466	129.178
8685.466	129.283
8685.466	129.388
8685.466	129.493
8686.368	129.493
8687.271	129.598
8688.173	129.494
8688.173	129.599
8688.173	129.809
8688.173	130.124
8688.173	130.229
8688.173	130.126
8689.075	130.231
8694.666	130.441
8695.568	130.441
8700.416	130.546
8700.431	130.546
8701.333	130.546
8706.006	130.442
8706.908	130.442
8709.602	130.339
8715.366	130.029
8716.269	129.926
8718.977	129.927
8718.977	129.824
8718.977	129.721
8724.566	129.514
8725.469	129.514
8729.064	129.413
8729.064	129.309
8729.064	129.414
8733.738	129.208
8733.752	129.311
8735.543	129.209
8735.543	129.106
8741.308	128.683
8742.210	128.580
8749.038	128.355
8749.052	128.353
8749.955	128.353
8751.018	128.355
8753.886	128.148
8753.899	128.251
8754.803	128.251
8756.593	127.942
8757.495	127.942
8759.286	127.735
8760.188	127.735
8773.407	127.144
8774.295	127.144
8774.310	127.144
8775.197	127.040
8777.905	127.040
8781.676	127.040
8781.676	127.145
8781.676	127.250
8787.513	127.007
8789.318	126.492
8790.206	126.286
8790.206	126.182
8791.108	125.872
8791.123	126.389
8797.863	125.203
8798.766	125.203
8806.685	122.649
8813.163	122.650
8817.138	126.207
8827.764	126.207
8830.035	126.207
8841.798	126.207
8842.787	126.207
8846.747	126.094
8848.494	126.094
8848.494	125.996
8850.343	125.789
8851.333	125.676
8855.220	125.344
8856.209	125.141
8856.209	125.043
8856.209	124.946
8856.209	124.946
8858.131	124.213
8858.131	124.118
8861.101	123.560
8864.915	123.115
8865.773	123.017
8866.618	123.017
8868.394	122.904
8869.282	122.802
8870.141	122.802
8870.985	122.802
8873.810	122.802
8874.697	122.802
8881.189	122.802
8882.180	122.802
8883.984	122.802
8883.984	122.904
8884.975	122.904
8885.819	122.904
8887.668	122.904
8888.527	122.904
8889.444	122.904
8893.186	122.790
8896.999	122.564
8897.989	122.564
8899.766	122.564
8899.766	122.459
8900.609	122.459
8905.486	122.127
8910.363	121.796
8911.280	121.691
8915.094	121.359
8919.825	121.036
8924.557	120.721
8928.269	120.401
8932.010	120.191
8933.000	120.191
8933.000	120.078
8937.877	119.860
8941.516	119.653
8946.232	119.323
8947.223	119.323
8952.026	119.000
8954.748	118.895
8954.748	118.794
8961.532	117.839
8961.532	117.744
8961.532	116.958
8964.502	116.286
8967.472	115.493
8967.472	115.388
8970.441	114.709
8971.358	114.280
8973.135	114.077
8976.104	113.632
8977.094	113.519
8979.001	113.094
8981.825	112.553
8981.825	112.439
8983.732	112.213
8984.592	112.213
8986.440	111.908
8987.357	111.908
8991.710	109.289
8993.486	109.289
8997.169	109.289
8999.032	109.186
9001.900	108.751
9001.900	108.866
9002.832	108.651
9002.832	108.751
9003.690	108.244
9003.690	108.448
