#
#Tue Sep 10 14:25:31 EDT 2019
#
#SAO Exposure Time Calculator : v0.5
#
#transmiss /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/cptrans_zm_43_10.txt
#instmode  /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/BINOSPEC_600.tab
#objspec   /var/www/kurtz/mmtetc/cgi/TEST/ETC/Spectra/Stars/K0V.tab
#skybkgd   /var/www/kurtz/mmtetc/cgi/TEST/ETC/Bkgd/skybkgd.tab
#redshift  0.0
#abmag     19.8
#srcext    0.0
#seeing    0.75
#exptime   3600.0
#smscale   1.0
#aptype    Square
#apwidth   1.0
#apheight  1.0
#transcut  0.0
#rand      yes
#bandfilter   /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/g_filt.mag
#moonage      0.0
#airmass      1.1
#
#Wave  Spec  Noise Flux  FluxMask  SNR
#----  ----  ----- ----  --------  ---
0.4040605 361.316250385 23.9384621672 4.94081848663e-17 --  26.1427864036
0.4041215 362.095682795 24.2165101343 5.20364524234e-17 --  25.8983691838
0.4041825 362.883576102 24.6508050412 5.26937577946e-17 --  25.4974549509
0.4042435 363.67457883  24.5355977143 4.74471163133e-17 --  25.6730182525
0.4043045 364.467827317 24.2264193166 4.28275228756e-17 --  26.0573709382
0.4043655 365.261852761 24.2973660703 4.59946984429e-17 --  26.0378876137
0.4044265 366.055476981 24.059347671  5.35582075821e-17 --  26.3526132624
0.4044875 366.970087705 23.4073621007 4.59418669241e-17 --  27.1543129904
0.4045485 368.035919602 23.2294852404 5.0294219444e-17  --  27.4417149224
0.4046095 369.25245742  23.3555437799 4.53740141875e-17 --  27.3838204367
0.4046705 370.496204037 24.4130532265 5.22012648497e-17 --  26.2858661491
0.4047315 371.734356709 24.6746027976 5.2691179855e-17  --  26.0941502492
0.4047925 372.965365801 24.2124119846 5.40431376809e-17 --  26.6803226147
0.4048535 374.187625622 23.9909771709 5.08413009134e-17 --  27.0148220526
0.4049145 375.400080103 24.0307682333 4.81004699861e-17 --  27.0574792113
0.4049755 376.493227221 24.7875804463 4.49909121181e-17 --  26.3077471262
0.4050365 377.393916457 24.8483728459 5.06502080982e-17 --  26.3061666784
0.4050975 378.101460878 24.4447399502 4.43817145277e-17 --  26.7906691579
0.4051585 378.724472224 23.8531587539 4.78570386543e-17 --  27.5003421865
0.4052195 379.33608788  23.5445273376 5.02536409949e-17 --  27.9058215071
0.4052805 379.937462527 23.8818832547 4.99887351943e-17 --  27.555238495
0.4053415 380.529734696 24.178026762  4.77749212396e-17 --  27.2601581912
0.4054025 381.114316624 24.4235782045 4.80674723644e-17 --  27.0275450369
0.4054635 381.57766951  23.9540837837 5.09287397422e-17 --  27.5907822897
0.4055245 381.749127997 23.6837296515 4.9945843228e-17  --  27.9182753377
0.4055855 381.629040989 23.7253456351 5.11327703751e-17 --  27.8605377895
0.4056465 381.333059392 23.6991497722 5.03798952814e-17 --  27.8697016484
0.4057075 381.033534928 23.6798660089 4.95127877509e-17 --  27.8704888632
0.4057685 380.731443201 23.8515566038 5.26866518488e-17 --  27.6479315215
0.4058295 380.427746009 24.2095398186 4.72148084926e-17 --  27.2173775146
0.4058905 380.123634402 24.7586562315 4.88678103678e-17 --  26.5924548483
0.4059515 379.789330197 24.869164499  5.25347687864e-17 --  26.4510058671
0.4060125 379.300912639 24.8705173839 4.72942697801e-17 --  26.4155522746
0.4060735 378.658151641 24.7656825553 4.51126616082e-17 --  26.4824179942
0.4061345 377.890632048 24.5737715704 4.5430289455e-17  --  26.6351370825
0.4061955 377.121647623 24.3148441226 5.02568658271e-17 --  26.863995139
0.4062565 376.350489099 23.8177905369 5.15973854566e-17 --  27.3685406529
0.4063175 375.57727846  23.6381767439 4.28348405923e-17 --  27.5198436626
0.4063785 374.802258231 24.3075738806 5.38053400345e-17 --  26.7067605034
0.4064395 374.027083922 24.7668480479 4.6076177485e-17  --  26.1573015471
0.4065005 373.437629897 25.0935022775 5.18912625784e-17 --  25.776112927
0.4065615 373.034229178 24.1634834761 4.44772029729e-17 --  26.7392836193
0.4066225 372.815585575 23.6928244881 5.10439337911e-17 --  27.2544768308
0.4066835 372.596898906 24.0662704707 4.5195067202e-17  --  26.8158192784
0.4067445 372.378486586 24.3083298704 4.64513294903e-17 --  26.5332279861
0.4068055 372.160303883 24.4866736467 4.38798372087e-17 --  26.3245455135
0.4068665 371.942275004 24.3649631419 4.22481582615e-17 --  26.4405455505
0.4069275 371.724229502 24.2121717454 4.51373006633e-17 --  26.5918009616
0.4069885 371.914381588 24.0601939015 4.29498615609e-17 --  26.7734585853
0.4070495 372.608193622 23.680344054  4.65840983302e-17 --  27.2536717034
0.4071105 373.8067937 23.3211635669 4.54845457104e-17 --  27.7624380553
0.4071715 375.103427448 23.3053671454 4.52788602835e-17 --  27.8776210811
0.4072325 376.40386766  23.1892376574 4.87820675596e-17 --  28.1143620409
0.4072935 377.708149671 22.9647529306 4.76785420648e-17 --  28.4875568939
0.4073545 379.016607652 23.1589299735 4.37772799036e-17 --  28.3465610076
0.4074155 380.328517539 23.5988271516 4.72428630827e-17 --  27.9144514985
0.4074765 381.924014966 24.6223041354 5.43791994119e-17 --  26.8663645333
0.4075375 383.979599605 25.1336988486 4.80659227856e-17 --  26.4613728203
0.4075985 386.496372562 25.312397391  4.89752662558e-17 --  26.446777991
0.4076595 389.195302672 24.6154006181 4.95768950007e-17 --  27.3855400021
0.4077205 391.900668888 24.1050895501 5.1283978696e-17  --  28.1596908662
0.4077815 394.612501911 24.109131815  4.92787663316e-17 --  28.349793259
0.4078425 397.330802661 24.3100197438 4.68867664957e-17 --  28.3091969844
0.4079035 400.055592227 24.5880049155 5.05909209915e-17 --  28.1810831733
0.4079645 402.836335534 25.4050838213 4.85538458973e-17 --  27.4643061675
0.4080255 405.742420986 25.7349755373 5.08025989504e-17 --  27.3078358639
0.4080865 408.774215885 25.4119454931 4.91806023697e-17 --  27.8616098452
0.4081475 411.882980855 25.1603892417 5.11589997189e-17 --  28.3541817561
0.4082085 414.999339838 24.9659991098 5.58710074697e-17 --  28.7911546638
0.4082695 418.123192358 24.9921832503 5.15844425944e-17 --  28.9774849094
0.4083305 421.254216787 25.0276464385 4.87785666307e-17 --  29.1531090697
0.4083915 424.392357839 25.1102393801 4.73768377029e-17 --  29.2736805489
0.4084525 427.456841597 25.2151885067 5.37368900467e-17 --  29.3623411735
0.4085135 430.163711337 25.3730725944 4.9700503328e-17  --  29.3644138224
0.4085745 432.51164269  25.6936362135 4.68393137831e-17 --  29.1563301425
0.4086355 434.580057204 25.776286712  5.34266946553e-17 --  29.2018298618
0.4086965 436.651318802 25.708760537  5.4103803371e-17  --  29.4180759227
0.4087575 438.72528002  25.6636606524 5.20187305955e-17 --  29.6097460863
0.4088185 440.801610649 25.7130262561 5.26694765683e-17 --  29.6927626526
0.4088795 442.880186209 25.9637452941 5.3043382087e-17  --  29.5446968645
0.4089405 444.944014186 25.8227538379 5.6218714031e-17  --  29.8444404471
0.4090015 446.352603991 25.4806786914 5.47716740234e-17 --  30.3408475719
0.4090625 447.103888073 25.7708535677 5.48696226448e-17 --  30.0497090006
0.4091235 447.213240728 25.7766244183 4.86652814687e-17 --  30.0503294065
0.4091845 447.319329781 25.3791177125 5.28050403322e-17 --  30.528240389
0.4092455 447.423006562 25.5319527169 5.44649657593e-17 --  30.3525307458
0.4093065 447.524418321 25.8158561215 5.33854819237e-17 --  30.0255403698
0.4093675 447.623845722 25.6677810099 4.75251938761e-17 --  30.20546432
0.4094285 447.721457171 25.6410761796 5.28565443335e-17 --  30.2435165368
0.4094895 447.498753444 25.6916207209 5.27856090774e-17 --  30.1690027932
0.4095505 446.889081282 25.4426919681 4.95646961032e-17 --  30.4226689181
0.4096115 445.89179027  25.2414601726 5.30602430933e-17 --  30.5967733303
0.4096725 444.825179384 25.5586302361 4.85606573503e-17 --  30.1448005649
0.4097335 443.755883406 25.3555280623 5.39291225476e-17 --  30.3132214138
0.4097945 442.684153857 24.7497826703 5.21157764638e-17 --  30.980128448
0.4098555 441.610129068 25.2412034658 5.07799697911e-17 --  30.3032770097
0.4099165 440.534229055 25.5757875418 4.87840402598e-17 --  29.8339852077
0.4099775 439.536843602 25.258849449  5.16280235659e-17 --  30.1399375476
0.4100385 438.665394763 24.9642538105 5.28122131211e-17 --  30.4351476723
0.4100995 437.919576802 24.6628579293 5.15099859078e-17 --  30.7547064831
0.4101605 437.219269749 24.8577723351 5.34754696763e-17 --  30.464756819
0.4102215 436.517581394 24.9368956626 5.53148272317e-17 --  30.3193564909
0.4102825 435.814448404 24.7970510266 5.24638230846e-17 --  30.4412313584
