#
#Tue Sep 10 14:22:23 EDT 2019
#
#SAO Exposure Time Calculator : v0.5
#
#transmiss /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/cptrans_zm_43_10.txt
#instmode  /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/HECTOSPEC_600.tab
#objspec   /var/www/kurtz/mmtetc/cgi/TEST/ETC/Spectra/Stars/K0V.tab
#skybkgd   /var/www/kurtz/mmtetc/cgi/TEST/ETC/Bkgd/skybkgd.tab
#redshift  0.0
#abmag     19.8
#srcext    0.0
#seeing    0.75
#exptime   3600.0
#smscale   1.0
#aptype    Square
#apwidth   1.5
#apheight  1.0
#transcut  0.0
#rand      yes
#bandfilter   /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/g_filt.mag
#moonage      0.0
#airmass      1.1
#
#Wave  Spec  Noise Flux  FluxMask  SNR
#----  ----  ----- ----  --------  ---
0.370027  35.1623705123 15.698943759  5.08082361823e-17 --  5.00832743416
0.370081  47.002752054  16.014682478  3.92700026056e-17 --  6.56281189882
0.370135  58.9032134697 16.3800446927 3.55987266892e-17 --  8.04097863482
0.370189  59.2027606923 16.4168230386 2.76676506548e-17 --  8.06376465483
0.370243  59.5031608984 16.3492079683 3.89736151641e-17 --  8.13819928789
0.370297  59.8044132794 16.2536872129 4.29537147052e-17 --  8.22747058531
0.370351  60.1065024549 16.2833724115 3.41839532791e-17 --  8.25395513794
0.370405  60.4002638859 16.3254937007 3.69787105431e-17 --  8.27289504281
0.370459  60.6566454386 16.4172339873 2.63549404852e-17 --  8.26158551389
0.370513  60.8754103876 16.4229027496 2.43104013618e-17 --  8.28851987133
0.370567  61.0563233887 16.1554254267 4.09833286306e-17 --  8.45078888035
0.370621  61.199163405  16.0406072769 4.11291747539e-17 --  8.53119131824
0.370675  61.3128582946 16.1743436185 3.24227031652e-17 --  8.47636987782
0.370729  61.4262232457 16.1722946082 2.10814325732e-17 --  8.49311826836
0.370783  61.5392577743 16.0521689513 4.78360476335e-17 --  8.5724218382
0.370837  61.6519613961 15.9183545733 3.44056657817e-17 --  8.66031573759
0.370891  61.7643336265 15.7769681586 1.61766816036e-17 --  8.75385227284
0.370945  61.8274254199 16.1394531633 4.12184629968e-17 --  8.56598576878
0.370999  61.8400120032 16.5921571751 2.27682557422e-17 --  8.33396580742
0.371053  61.8017890168 16.3927141685 2.37667429418e-17 --  8.43014768341
0.371107  61.7124517644 16.2168471416 2.03170103718e-17 --  8.50925189084
0.371161  61.5716952135 16.3157493573 2.3536894538e-17  --  8.4383801793
0.371215  61.4281625559 16.5217357975 2.96058351818e-17 --  8.3137479555
0.371269  61.282772374  16.9995770928 5.40731345098e-17 --  8.06093258262
0.371323  61.1355224997 16.9807048743 4.3347286569e-17  --  8.05050115182
0.371377  60.9864107646 16.2804575254 2.6731808525e-17  --  8.37628549202
0.371431  60.8078893855 16.0712935551 1.74702908236e-17 --  8.46046236218
0.371485  60.5891658819 16.2436480304 1.19441157279e-17 --  8.34058293793
0.371539  60.3300104241 15.9993181045 2.49784100499e-17 --  8.4317346221
0.371593  60.0301929309 15.5830784358 3.72498189603e-17 --  8.61393290477
0.371647  59.6894830693 15.8709672587 3.00764983774e-17 --  8.40967910205
0.371701  59.335195868  16.2468402316 3.74981188678e-17 --  8.1663590906
0.371755  58.9778908007 16.0385721889 3.94721828011e-17 --  8.22258811111
0.371809  58.6175644375 15.8550315441 3.47199416097e-17 --  8.26695666881
0.371863  58.2542133472 15.8140943973 2.24445139122e-17 --  8.23698011076
0.371917  57.8829419048 15.7659164569 4.0840736783e-17  --  8.209493764
0.371971  57.4980265518 15.7023109769 2.76778499013e-17 --  8.18793463783
0.372025  57.0994020303 15.545315359  1.80238200046e-17 --  8.21328750599
0.372079  56.6870030134 15.2758190215 1.00499461277e-17 --  8.29781971101
0.372133  56.260764105  15.4699810701 2.46627355719e-17 --  8.1320650901
0.372187  55.8255120325 15.951741097  3.08541196576e-17 --  7.82545548001
0.372241  55.3869013864 16.0025172595 1.1283762562e-17  --  7.73933716521
0.372295  54.9449283862 15.9183417162 2.27174478802e-17 --  7.71817800379
