red,,blue,
X,Y,X,Y
5182.042414107631,0.7690595734073895,3229.693675889328,2.56610105008275
5260.050167224081,1.9187764839938382,3293.109607783521,4.521863760994165
5238.070082091821,3.584463910550852,3332.797845966742,5.292861271122121
5238.070082091821,4.201385179646024,3352.523563393129,5.855855855855822
5330.731225296442,0.5054659402485413,3407.6892672544845,7.353292027205043
5401.843265430221,0.8665590187329144,3393.4668592277285,7.454242780329707
5438.4767406506535,2.322579496492523,3447.339616904834,6.549892283587923
5451.406202493159,3.836840793362512,3482.126026147765,8.223391375565257
5457.870933414411,5.098725207420841,3502.0743387047733,9.540558344906145
5462.18075402858,6.10823273866751,3518.4516570386136,10.482765374069714
5466.4905746427485,7.117740269914151,3524.9163879598664,11.408147277712487
5470.800395256917,8.800252821991933,3535.6909394952872,11.997026670939704
5475.1102158710855,10.651016629277478,3544.3105807236243,11.828775415731911
5479.420036485253,13.3430367126019,3548.620401337793,10.146262863654158
5483.729857099423,16.203308051134115,3555.085132259045,9.473257842823045
5488.03967771359,19.400081900081886,3585.2538765582244,8.884378449595829
5492.34949832776,22.76510700423742,3572.3244147157193,6.949489014706387
5496.659318941927,26.80313712922407,3578.7891456369716,8.12724780116082
5500.969139556096,32.01892604066515,3590.2820006080874,9.024587828935637
5505.278960170264,37.73946871772958,3593.873517786561,9.220880960011385
5509.588780784433,44.806021436456206,3621.887351778656,10.146262863654158
5513.898601398601,52.71383043122172,3634.8168136211616,11.660524160524147
5518.208422012769,60.621639425987226,3639.12663423533,13.174785457394137
5522.518242626938,67.85644339992164,3643.436454849498,14.85729800947189
5526.828063241106,74.24999109781717,3654.2110063849195,15.824742726916611
5531.1378838552755,81.3165438165438,3664.9855579203404,15.866805540718559
5535.447704469443,84.51331766549156,3669.295378534509,14.689046754264126
5539.757525083612,88.21484528006265,3677.915019762846,13.623455471281545
5544.06734569778,90.40211159776375,3692.9993919124354,13.679539223017457
5548.377166311949,91.07511661859486,3705.928853754941,12.249403553751364
5556.996807540286,91.74812163942597,3712.3935846761933,10.987519139693035
5565.616448768622,92.92588042588041,3716.703405290362,10.482765374069714
5569.926269382791,94.60839297795818,3727.4779568257827,9.052629704803593
5574.236089996959,97.30041306128261,3740.4074186682883,10.314514118861922
5578.545910611128,98.98292561336038,3746.8721495895406,11.492272905316355
5582.855731225296,100.66543816543815,3751.181970203709,12.165277926147468
5587.165551839465,104.19871452480146,3755.4917908178777,13.511287967809693
5591.475372453633,112.77952854039809,3759.8016114320462,15.866805540718559
5595.785193067802,120.51908627995583,3766.2663423532986,17.63344372040021
5600.09501368197,125.39837268098137,3777.04089388872,17.99798810668372
5604.404834296138,130.1094078267991,3785.6605351170565,16.371559306341908
5608.714654910307,130.950664102838,3794.2801763453936,15.025549264679682
5617.334296138644,131.11891535804577,3794.2801763453936,14.85729800947189
5638.883399209486,132.9696791653313,3822.2940103374885,14.436669871452466
5630.263757981149,133.47443293095466,3807.209638187899,14.689046754264126
5646.641076314989,133.17158067158064,3824.448920644573,13.230869209130077
5647.503040437823,132.9696791653313,3815.829279416236,10.314514118861922
5664.742322894497,133.64268418616243,3820.1391000304043,10.819267884485242
5690.601246579507,135.4093223658441,3824.448920644573,12.165277926147468
5677.671784737002,135.43736424171203,3837.378382487078,13.84779047822525
5688.446336272424,134.06331232418188,3856.772575250836,13.819748602357294
5694.911067193676,133.8109354413702,3871.8569474004253,14.689046754264126
5703.530708422013,133.39030730335077,3878.3216783216785,15.530303030303003
5703.530708422013,131.96017163408465,3904.180602006689,16.371559306341908
5716.460170264518,137.00770929031796,3889.0962298570994,17.885820603211897
5722.92490118577,138.10134244916853,3912.800243235026,18.138197486023557
5764.406924597142,138.31165651817824,3897.7158710854364,19.06357938966633
5740.164183642444,139.237038421821,3908.4904226208573,19.31595627247799
5772.487838248708,137.40029555246946,3908.4904226208573,19.56833315528965
5794.036941319549,139.86798062885018,3919.264974156278,17.54931809279634
5798.346761933719,141.0457394153046,3927.8846153846152,16.371559306341908
5802.6565825478865,142.05524694655128,3940.814077227121,20.465673183064467
5828.515506232898,143.2330057330057,3951.5886287625417,20.241338176120763
5826.79157798723,143.7041092475875,3958.0533596837945,19.904835665705207
5830.6704165399815,143.90601075383682,3962.3631802979626,22.09210198340631
5854.374429917908,142.7282519673824,3966.673000912131,26.80313712922407
5858.6842505320765,141.2139906705124,3970.9828215262996,30.336413488587368
5862.994071146245,138.52197058718795,3975.292642140468,32.69193106149626
5867.3038917604135,135.3251967382402,3979.6024627546367,33.364936082327375
5871.613712374581,131.45541786846132,3983.912283368805,35.72045365523624
5875.923532988751,127.75389025389023,3990.3770142900576,36.47758430367125
5880.233353602918,127.24913648826691,4029.8837032532683,38.2442224833529
5884.543174217088,123.54760887369582,4028.4470963818785,39.590232525015125
5888.852994831255,121.36034255599472,4005.461386439647,40.431488801054
5893.162815445424,123.04285510807247,4011.9261173609,40.599740056261766
5897.472636059592,126.91263397785136,4020.545758589237,39.085478759391776
5901.782456673761,130.7824128476302,4027.0104895104896,36.72996118648291
5906.092277287929,132.12842288929244,4031.320310124658,35.55220240002848
5910.402097902097,134.31568920699354,4050.714502888416,39.590232525015125
5914.711918516266,138.1854680767724,4061.489054423837,39.42198126980733
5919.021739130434,140.87748816009685,4065.7988750380055,42.618755118755104
5923.3315597446035,142.89650322259016,4070.108695652174,45.98378022291064
5927.641380358771,144.41076451946014,4074.4185162663425,48.5075490510273
5931.95120097294,145.58852330591458,4098.840833079963,48.45146529929136
5938.415931894193,145.84090018872627,4095.9676193371843,49.13849125805646
5947.03557312253,147.0186589751807,4098.122529644269,47.834544030196184
5955.655214350866,147.1027846027846,4117.516722408027,49.404889078802114
5962.119945272119,146.76628209236904,4130.446184250532,47.16153900936507
5970.739586500456,146.037193319802,4134.7560048647,46.48853398853396
5981.514138035876,145.5043976783107,4139.065825478869,48.675800306235075
6003.063241106719,145.67264893351847,4158.460018242627,49.43293095467007
5996.598510185466,145.02768578855535,4147.685466707206,50.52656411352062
6009.527972027972,144.57901577466794,4156.305107935543,50.47048036178468
6022.457433870477,147.27103585799236,4167.079659470964,48.5075490510273
6026.7672544846455,148.28054338923903,4177.8542110063845,50.021810347897286
6031.077075098814,148.61704589965458,4195.093493463059,49.61320015667839
6056.935998783825,149.45830217569346,4212.332775919733,47.66629277498842
6053.703633323198,149.54242780329736,4216.6425965339,43.62826265000177
6061.245819397993,149.85088843784496,4220.952417148069,39.75848378022289
6084.949832775919,148.5329202720507,4225.262237762237,46.1520314781184
6093.569474004256,146.9345333475768,4229.572058376406,48.5075490510273
6100.034204925509,146.09327707153793,4238.191699604743,48.675800306235075
6112.963666768014,146.1942278246626,4246.81134083308,48.675800306235075
6125.89312861052,145.75677456112237,4253.276071754332,48.75992593383896
6130.2029492246875,145.4202720507068,4264.050623289753,47.890627781932125
6136.667680145941,144.49489014706404,4274.825174825175,49.26467969946229
6143.132411067194,142.89650322259016,4281.289905746427,49.348805327066174
6147.442231681362,141.71874443613572,4285.599726360596,49.180554071858396
6153.906962602614,140.37273439447353,4289.909546974764,48.17104654061174
6164.681514138036,139.4753943666987,4296.374277896017,54.059840472883934
6173.301155366373,141.8869956913435,4302.839008817269,57.929619342662804
6179.765886287625,144.15838763664848,4307.148829431439,60.789890681195004
6186.230617208877,146.2615283267457,4311.458650045606,63.818413274935
6190.540437823047,147.43928711320015,4315.768470659775,67.35168963429831
6197.005168744299,147.6916639960118,4320.078291273943,70.71671473845385
6205.624809972636,147.35516148559626,4324.388111888112,72.39922729053161
6214.244451200972,145.84090018872627,4330.852842809364,72.56747854573939
6220.709182122226,144.9155182850835,4337.317573730617,72.39922729053161
6227.173913043478,143.65363387102516,4341.627394344785,72.56747854573939
