#
#Tue Sep 10 14:26:05 EDT 2019
#
#SAO Exposure Time Calculator : v0.5
#
#transmiss /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/cptrans_zm_43_10.txt
#instmode  /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/BINOSPEC_1000.tab
#objspec   /var/www/kurtz/mmtetc/cgi/TEST/ETC/Spectra/Stars/K0V.tab
#skybkgd   /var/www/kurtz/mmtetc/cgi/TEST/ETC/Bkgd/skybkgd.tab
#redshift  0.0
#abmag     19.8
#srcext    0.0
#seeing    0.75
#exptime   3600.0
#smscale   1.0
#aptype    Square
#apwidth   1.0
#apheight  1.0
#transcut  0.0
#rand      yes
#bandfilter   /var/www/kurtz/mmtetc/cgi/TEST/ETC/EffArea/g_filt.mag
#moonage      0.0
#airmass      1.1
#
#Wave  Spec  Noise Flux  FluxMask  SNR
#----  ----  ----- ----  --------  ---
0.3500175 0.0 18.5980288007 1.94232233108e-18 --  0.0
0.3500525 0.0 18.3881732544 5.07258743531e-18 --  0.0
0.3500875 0.0 18.1756298894 9.63682933836e-19 --  0.0
0.3501225 0.0 18.8182682162 1.65721445046e-18 --  0.0
0.3501575 0.0 19.8860943941 -5.54808907823e-18  --  0.0
0.3501925 0.0 20.9008260113 3.0150139497e-19  --  0.0
0.3502275 0.0 20.4336850202 -4.07371700366e-18  --  0.0
0.3502625 0.0 19.5359883287 -9.27383487545e-19  --  0.0
0.3502975 0.0 18.5939502204 1.69308014109e-18 --  0.0
0.3503325 0.0 19.8464284281 9.40281281876e-19 --  0.0
0.3503675 0.0 21.1790013781 2.83242419836e-19 --  0.0
0.3504025 0.0 22.3167085386 6.43660844431e-18 --  0.0
0.3504375 0.0 21.8867111827 -4.58327202189e-18  --  0.0
0.3504725 0.0 21.4476093804 1.8371675113e-19  --  0.0
0.3505075 0.0 20.9174833564 -1.10705477941e-18  --  0.0
0.3505425 0.0 20.0636057248 -2.17058575699e-18  --  0.0
0.3505775 0.0 19.1707409739 3.18979718939e-18 --  0.0
0.3506125 0.0 18.630280926  -6.6755097651e-18 --  0.0
0.3506475 0.0 18.7882918608 -5.51600019919e-19  --  0.0
0.3506825 0.0 18.9444949259 2.92646960924e-18 --  0.0
0.3507175 0.0 19.4449915239 -8.54242827318e-19  --  0.0
0.3507525 0.0 20.2642074629 -9.26218316615e-19  --  0.0
0.3507875 0.0 21.0524010359 3.35013797384e-18 --  0.0
0.3508225 0.0 21.4250008777 4.65283187138e-19 --  0.0
0.3508575 0.0 21.5775293347 4.55415459351e-18 --  0.0
0.3508925 0.0 21.7291462542 -1.57892035047e-18  --  0.0
0.3509275 0.0 21.4253097575 -2.09121471236e-18  --  0.0
0.3509625 0.0 20.9899467896 -3.89582955138e-18  --  0.0
0.3509975 0.0 20.5443898395 -2.71825855448e-18  --  0.0
0.3510325 0.0 20.9237886007 -6.0256022505e-19 --  0.0
0.3510675 0.0 21.3584672571 5.48533284774e-18 --  0.0
0.3511025 0.0 21.7212292458 2.214599383e-18 --  0.0
0.3511375 0.0 21.2473922797 2.048732303e-19 --  0.0
0.3511725 0.0 20.7616091995 -3.07278086983e-18  --  0.0
0.3512075 0.0 20.1998178452 4.36859411243e-18 --  0.0
0.3512425 0.0 19.3760320986 -2.77428979273e-20  --  0.0
0.3512775 0.0 18.5143679052 -8.10830573078e-19  --  0.0
0.3513125 0.0 17.9160460191 3.7201215536e-19  --  0.0
0.3513475 0.0 17.8546483496 -4.84538489897e-20  --  0.0
0.3513825 0.0 17.792969135  -2.32223409118e-18  --  0.0
0.3514175 0.0 18.7002111217 -9.61213562286e-19  --  0.0
