red,,blue,
X,Y,X,Y
5387.798384074987,1.5284275269196712,3224.6512492203174,3.6168861087919026
5437.375329274175,3.5669534460938905,3267.744516808368,5.095061226004162
5450.387873641164,5.464908339139043,3312.3184612023297,7.383343158311362
5456.925867449367,6.959497730636258,3298.0389069127996,8.350351844141528
5461.306790777437,8.33877623372183,3357.206415229678,8.908207223213907
5465.687714105507,9.718054736807431,3371.1495718920432,8.319542911793718
5470.081993907139,11.327064585145479,3415.6226219087393,11.338194979779814
5474.516343129454,13.625268469240979,3401.4313687499744,11.35822969012159
5478.964048825331,16.153203698588953,3452.9587356813954,9.957708033848235
5483.478536889013,19.8297956541993,3478.8775450471803,11.92561268700095
5488.019737899818,23.96585030031457,3501.8987628772484,13.370011418960473
5492.574295384184,28.331636291682315,3510.000799739466,14.642853668289575
5497.12885286855,32.69742228305009,3526.4346048091547,16.208410455975212
5501.750192720721,38.211865000680234,3532.9525639070157,17.3584028295937
5506.451671414261,45.10469578982517,3543.7490467023113,18.12640005936217
5511.206576002044,52.916451959980066,3552.332807044303,17.821872462166994
5516.041619431195,62.10659620164978,3556.5000267953947,15.525449441212999
5520.956801701714,72.67512851483437,3562.897777631205,14.607859707559214
5525.871983972232,83.24366082801893,3571.4125295264635,13.116386826559648
5530.733740348504,92.8932677601936,3579.8872120010387,10.9357199098026
5535.528714356971,101.39421796610588,3586.431884046022,12.545174973926066
5540.363757786123,110.58436220777563,3597.980781518598,13.92593752962955
5544.918315270488,114.95014819914337,3601.5781250644122,14.15641090119098
5549.512942175538,120.00512822626857,3623.565551840844,15.079877483211703
5553.9740043449765,122.76279480086899,3620.9850811488213,15.079343224269252
5558.341571199485,123.91234195870211,3638.268357937002,16.461293022067082
5566.996566067137,124.8330482028535,3642.649281265072,17.840571525152683
5575.704986829032,126.6726798280148,3647.0836304873874,20.138775409248154
5580.125979577787,128.74115236685782,3651.5179797097026,22.436979293343654
5584.65382411503,132.6474756677206,3662.350079767828,23.81759344378537
5589.101529810907,135.1754108970686,3673.1020409845864,23.819819522712237
5593.5225225596605,137.24388343591158,3677.3093301563613,22.212590537515666
5598.11714946471,142.29886346303678,3685.812951656986,20.529674868805643
5603.072401155912,153.55658981197877,3696.58939974194,20.953075080695385
5607.947514005746,163.43592808940593,3705.1709340050043,20.610258925958192
5612.635636225724,170.0990275332984,3711.5553283672534,19.462937847051933
5617.283689025018,176.0729329414335,3717.886296835258,17.396691387135775
5621.664612353088,177.4522114445191,3724.257334723946,16.01963896297704
5630.2795378000565,177.68372365291305,3734.194551053471,14.33702010479061
5639.014671509075,179.9828179685793,3736.98605402776,13.035802769407127
5643.342168942901,180.44317109065497,3745.7345442103397,15.564628430325826
5659.671793518812,180.21682338537136,3750.062041644165,16.024981552401528
5660.518593942592,179.98727012643303,3754.4563214457967,17.633991400739603
5664.832734902856,180.21789190325626,3758.810531826745,18.553807213320226
5677.77515778365,180.9097572337259,3763.218168101938,20.392548406910777
5703.713429439482,183.21241327567512,3767.73265616562,24.069140362521125
5690.811075979371,183.2097419809629,3772.140292440813,25.907881556111647
5701.46286364442,181.48898297049618,3776.5212157688834,27.28716005919722
5707.907362137696,181.37545294522607,3785.104976110875,26.9826324620021
5716.475539927198,180.80290544523638,3793.577432506523,24.763676987703036
5716.362009901928,178.85018901059036,3802.06547145466,22.812741416198463
5729.6383446217515,185.28533797237188,3802.0587932178796,22.69787574357224
5736.1696601931735,186.66506169124284,3829.9671447239866,21.899603840398413
5779.776117920722,186.88293410693947,3814.934433730867,22.24108434777952
5753.4629543365245,188.21930999798002,3832.0173634156295,20.17706396679023
5807.279525432951,189.20679860993738,3823.16202144456,15.810387543851732
5811.660448761022,190.58607711302295,3827.5162318255084,16.730203356432384
5816.041372089092,191.96535561610855,3831.923868100701,18.568944550022906
5841.93957432424,193.57881762230033,3844.973142769984,21.098660642512385
5840.248644771394,194.08387040922747,3864.3244468812222,21.064379027038655
5844.143392461837,194.49818821909562,3879.4462010314164,22.254440821340722
5867.7175682973375,193.12469752121987,3885.970838366058,23.519298867585434
5871.898144521991,191.05800584551835,3911.849005890864,24.788163855898546
5876.011938378837,187.84265744355446,3896.9164684494535,26.85262945267317
5880.072306341439,183.70838366058067,3920.597496073444,27.316989516817216
5884.092604883357,178.88491584184945,3905.6248892113495,28.692261077834473
5888.126259898836,174.2911793683707,3916.3968851384498,29.039084174640067
5892.386974964857,173.60287576418403,3914.2665276054395,29.383235976733374
5896.420629980335,169.00913929070526,3918.567312092143,29.384126408304127
5900.561136784305,166.25325357924635,3927.0086033828156,26.629131128415906
5904.99548600662,168.55145746334182,3935.5033205677323,24.793061229537642
5909.576756438108,173.37670614521454,3948.7484901825796,30.692170385730037
5914.158026869596,178.20195482708723,3959.478190610069,30.311510889236104
5918.5523066712285,179.8109646754253,3965.9026543930017,29.85338384608727
5923.0267253142265,182.7983625952782,3970.377073036,32.84078176594019
5927.607995745715,187.62361127715093,3975.0518387824172,39.27414986458024
5932.0957708622755,190.84074054225633,3979.646465687467,44.329129891705406
5936.556833031713,193.59840711685675,3984.1342408040264,47.54625915681078
5940.964469306906,195.4371483104473,3988.4884511849746,48.46607496939143
5945.345392634976,196.81642681353287,3992.9762263015346,51.68320423449683
5951.823282312153,197.27722515139396,3999.4875071626147,52.718330935489064
5960.511668363708,198.77225975867654,4039.047155771934,55.0620952349544
5969.119915573895,198.88890629444427,4037.720412731522,56.8996491864506
5975.544379356827,198.43077925129543,4014.8541299947647,58.120134059419854
5984.092522435989,197.513634733427,4021.3053067248193,58.12146970677597
6005.551923290968,196.75231574043917,4029.793345672956,56.170534135271424
6016.328371375923,197.17571595232891,4036.064210009935,53.070496621719144
6009.830446988403,196.37032059658912,4040.2714991817097,51.46326763652257
6020.5423387844785,195.68335263975857,4059.9389065005626,56.86596119202406
6035.808788064918,199.36217067429578,4070.68418948054,56.7533215983247
6040.189711392989,200.74144917738136,4075.225390491345,60.88937624444
6044.503852353253,200.97207095420458,4079.779947975711,65.25516223580772
6066.687046870738,202.0924882792233,4084.281079565832,68.70202284616559
6074.711743390812,202.73957762213544,4108.656643815004,68.78364574015066
6083.331120995634,203.04766694561357,4105.835088775203,69.5679675487161
6098.270336673825,201.09806702146514,4107.881968348455,67.78799483879479
6104.674765746417,200.2953429604376,4127.360158958525,69.93616100321961
6108.8954113917525,198.9178453204935,4142.214783637495,66.53159589247218
6113.142769984211,197.99981037105437,4148.806203339943,68.94511066497927
6126.0558086231695,198.18626674196858,4168.2265158979135,70.09777433330999
6138.934120430869,197.77542161522635,4157.554693522523,71.47393632589797
6143.208191970451,197.31684935629215,4166.151810338075,71.3991400739553
6149.592586332699,196.1695282773859,4176.761302503514,68.95089847018912
6155.936911274264,194.33301316272224,4187.620115508762,70.79097531113578
6160.1442004460405,192.72578417752567,4191.934256469027,71.02159708795898
6166.501881861166,191.11900040811446,4206.93580235717,70.14407677498878
6175.016633756425,189.62752752711486,4221.852757246093,67.81159127541957
6181.541271091067,190.8923855733596,4225.832986367328,62.29892942093093
6185.975620313382,193.19058945745508,4229.839928435685,57.24573025694724
6192.587074726171,195.9487012478409,4234.648258917713,65.976411808112
6199.198529138961,198.7068130382267,4239.122677560712,68.96380972796493
6203.579452467031,200.08609154131227,4247.737603007679,69.19532193635891
6210.057342144208,200.54688987917336,4256.352528454648,69.42683414475286
6218.638876407273,200.20407372443614,4262.797026947922,69.31330411948275
6227.120237118629,198.13827248030537,4273.479979717948,68.12858491460517
6233.511309717658,197.10581707402534,4284.341018802122,70.00695031309391
6241.9971225868685,195.11659294497872,4290.7988737689575,70.12315163307625
6252.7179186986505,194.5827792183165,4295.099658255661,70.124042064647
6259.195808375827,195.04357755617755,4299.306947427436,68.51681307945043
6265.693732763346,195.84897291191731,4306.212244258571,76.32901446539069
6274.36876234134,197.11427617394742,4312.957263406972,81.38443970830122
6282.990366025088,197.46065405496765,4317.471751470655,85.06103166391156
6293.82469216214,198.87955676295144,4321.999596007898,88.96735496477439
6306.807184463618,200.26061612917852,4326.567509965826,93.5628723013946
6315.426562068438,200.56870545265664,4331.10871097663,97.6989269475099
6319.713990081581,200.3398645389749,4335.543060198945,99.99713083160538
6326.178523285197,200.57093153158348,4342.007593402561,100.22819782421396
6336.997266869761,201.72181433677275,4350.602484139188,100.11511301472925
6345.6389052638515,202.41278923567165,4357.300755630124,104.36647854925613
6349.966402697677,202.87314235774735,4361.708391905317,106.20521974284668
6354.280543657942,203.10376413457055,4370.332221667993,106.58988618140893
6360.745076861558,203.33483112717917,4378.777965116518,103.91146801660491
6369.339967598184,203.22174631769442,4382.624629502141,96.10149270959153
6375.784466091458,203.1082162924243,4386.591502149815,90.35909950985041
6402.425288256609,202.70022054670847,4391.052564319252,93.11676608445086
6384.33260917062,202.1910717745559,4395.406774700201,94.03658189703151
6392.903013039051,201.65681283210827,4401.864629667036,94.15278321701385
6421.00948556965,204.26622255017952,4408.2957716867495,93.80952184649126
6429.644445726957,204.84233177645217,4412.810259750431,97.48611380210161
6436.102300693794,204.95853309643454,4417.324747814114,101.16270575771193
6444.717226140761,205.19004530482852,4423.815993964852,101.85323544082547
6453.3054386406075,204.96209482271752,4430.320596589152,102.77349646919149
6457.619579600871,205.19271659954074,4434.701519917222,104.15277497227709
6461.920364087575,205.1936070311115,4439.135869139538,106.45097885637256
6474.862786968368,205.88547236158115,4454.228684263682,107.1432894026276
6470.548646008105,205.65485058475792,4449.914543303419,106.91266762580437
6477.039892158842,206.34538026787146,4458.402582251554,104.96173205429986
6487.818566322723,206.80706903730328,4469.735550068225,114.95727165170935
6492.1193508094275,206.80795946887403,4478.581987723586,119.17079384447955
6496.42013529613,206.80884990044478,4489.376244439955,119.90050251670591
6500.7476327299555,207.26920302252046,4495.914238248159,121.3950919082031
6507.212165933572,207.50027001512908,4500.41536983828,124.84195251856096
6513.730125031432,208.65026238874756,4513.5381051121485,128.63519100993904
6518.084335412381,209.57007820132822,4511.454495236603,129.78340252041602
6522.411832846206,210.0304313234039,4517.8989937298775,129.6698724951459
6526.779399700716,211.17997848123701,4526.3002155998665,126.2256831795003
6531.200392449469,213.24845102008004,4530.560930665886,125.53737957531361
6535.527889883295,213.7088041421557,4534.541159787121,120.02471772082498
6542.012457797253,214.28446815264303,4538.695023064651,117.4985633546185
6550.620705007441,214.40111468841076,4543.2896499697,122.55354338174368
6561.323692487807,213.56099250141187,4547.870920401188,127.37879206361639
6571.984384468564,211.9933877211135,4552.198417835014,127.83914518569209
6578.4155264882775,211.6501263505909,4558.8566199052675,131.40131668446156
6584.9000944022355,212.22579036107823,4565.514821975521,134.96348818323105
6593.59515869057,213.83569064098702,4569.949171197836,137.26169206732652
6602.250153558221,214.75639688513843,4574.2633121581,137.49231384414975
6610.885113715531,215.3325061114111,4578.550740171243,137.26347293046803
6640.251546918735,214.95570515172375,4582.824811710823,136.8049006715338
6621.637074932289,215.33473219033797,4587.018744409037,134.96794034108476
6625.937859418993,215.33562262190873,4593.3764258241645,133.36115657167358
6630.225287432135,215.10678170822698,4599.881028448464,134.28141760003956
6634.5394283924,215.3374034850502,4604.275308250096,135.89042744837764
6640.990605122453,215.33873913240632,4608.682944525288,137.7291686419682
6683.969510963438,214.84989220006676,4628.143326503943,139.57102634605633
6660.223927050569,213.27516396720242,4626.077525259812,141.02554631686996
6668.80768739256,212.97063637000727,4630.405022693638,141.48589943894567
6677.480490891627,214.1976510744953,4651.686337234468,137.66149584259148
6703.285197811845,214.20299366391976,4660.359140733533,138.8885105470795
6709.636200990193,212.48134422188232,4666.857065121053,139.69390590281927
6716.013917115661,211.21915747034984,4673.314920087889,139.81010722280163
6722.411667951472,210.30156773669606,4679.8128444754075,140.61550257854142
6728.822775260842,209.61370934829475,4688.501230526962,142.110537185824
6733.110203273984,209.38486843461303,4719.350232295457,142.57638130258596
6737.384274813565,208.92629617567883,4699.253191743721,142.11276326475087
6748.096166609639,208.23932821884827,4703.420411494812,139.81634024379684
6748.096166609639,208.23932821884827,4707.547561825219,136.83072318708545
6771.743803049727,208.12935991986114,4711.92848515329,138.21000169017105
6765.26591337255,207.66856158200005,4716.349477902044,140.27847422901405
6784.6795476937405,208.70635957770457,4722.947575841272,142.8068546741474
6788.980332180445,208.7072500092753,4744.287881473664,139.99709785265833
6795.444865384059,208.9383170018839,4755.029825335252,139.82702542264582
6801.896042114115,208.93965264924003,4759.317253348393,139.5981845089641
6810.461993824691,208.32881659170823,4763.457760152362,136.84229879750515
6819.019041219561,207.56482630400816,4767.558197535647,133.39721905028875
6825.456861476054,207.3364306061118,4773.855774819749,130.75664422724142
6831.948107626793,208.02696028922534,4782.343813767886,128.8057086557369
6836.288961534181,208.71704475655352,4788.981981127798,132.02328313662764
6842.740138264235,208.71838040390963,4793.523182138602,136.15933778274294
6851.33502900086,208.6052955944249,4798.051026675846,140.06566108360573
6857.739458073451,207.80257153339733,4802.458662951039,141.90440227719628
6861.946747245227,206.19534254820076,4808.969943812119,142.93952897818855
6866.127323469878,204.12865087249924,4815.454511726077,143.51519298867584
6872.404866043638,201.14347903157318,4819.741939739219,143.2863520749941
6877.974515518656,185.98254589226602,4845.519933712316,142.83223197391365
6884.4323704854905,186.09874721224836,4828.236656924136,141.45028217611582
6893.020582985337,185.87079673013739,4834.547590681797,139.03943869832096
6899.678785055588,189.43296822890684,4871.1242935291175,139.391604384551
6904.032995436537,190.3527840414875,4854.174928579968,143.75293821806503
6908.534127026658,193.79964465184537,4858.462356593109,143.5240973043833
6912.888337407607,194.719460464426,4866.89029141022,140.53937067924264
6919.5331830043,198.051900617943,4875.318226227331,137.55464405410197
6926.071176812502,199.54649000944022,4886.1236133383345,138.47579551403874
6930.452100140572,200.9257685125258,4899.232992138643,142.0393026601643
6934.833023468642,202.3050470156114,4910.062866117842,143.38162825306392
6939.147164428907,202.5356687924346,4918.579844092028,141.92844392960643
6943.488018336295,203.22575325976277,4924.770569587639,137.4500183445393
6947.909011085048,205.2942257986058,4931.215068080914,137.3364883192692
6954.426970182909,206.44421817222428,4961.4407677498875,139.41030344753668
6960.931572807209,207.3644792005903,4942.113950506845,139.86575919597328
6965.245713767474,207.59510097741352,4948.5651272369,139.86709484332937
